	sample_acc	n_reads	n_classified_reads	source	source_class	n_bacterial_reads	species	n_origin_reads	sample_loc	project
10321	ERR2241936	87681672	295169	pig faeces	Animal	266429	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10322	ERR2241936	87681672	295169	pig faeces	Animal	266429	Aeromonas media	0	Denmark	Pig and poultry feces
10323	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Morganella morganii	241	Denmark	Pig and poultry feces
10324	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10325	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Proteus terrae	23	Denmark	Pig and poultry feces
10326	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Providencia rettgeri	5	Denmark	Pig and poultry feces
10327	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Providencia stuartii	2	Denmark	Pig and poultry feces
10328	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Kluyvera cryocrescens	200	Denmark	Pig and poultry feces
10329	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Atlantibacter hermannii	334	Denmark	Pig and poultry feces
10330	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Citrobacter amalonaticus	30	Denmark	Pig and poultry feces
10331	ERR2241937	47758469	3323977	poultry faeces	Animal	3054848	Aeromonas media	51	Denmark	Pig and poultry feces
10332	ERR2241938	48240835	290047	pig faeces	Animal	223068	Morganella morganii	0	Denmark	Pig and poultry feces
10333	ERR2241938	48240835	290047	pig faeces	Animal	223068	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10334	ERR2241938	48240835	290047	pig faeces	Animal	223068	Proteus terrae	0	Denmark	Pig and poultry feces
10335	ERR2241938	48240835	290047	pig faeces	Animal	223068	Providencia rettgeri	0	Denmark	Pig and poultry feces
10336	ERR2241938	48240835	290047	pig faeces	Animal	223068	Providencia stuartii	0	Denmark	Pig and poultry feces
10337	ERR2241938	48240835	290047	pig faeces	Animal	223068	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10338	ERR2241938	48240835	290047	pig faeces	Animal	223068	Atlantibacter hermannii	1	Denmark	Pig and poultry feces
10339	ERR2241938	48240835	290047	pig faeces	Animal	223068	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10340	ERR2241938	48240835	290047	pig faeces	Animal	223068	Aeromonas media	0	Denmark	Pig and poultry feces
10341	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Morganella morganii	112	Denmark	Pig and poultry feces
10342	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10343	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Proteus terrae	45	Denmark	Pig and poultry feces
10344	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Providencia rettgeri	2	Denmark	Pig and poultry feces
10345	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Providencia stuartii	13	Denmark	Pig and poultry feces
10346	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Kluyvera cryocrescens	59	Denmark	Pig and poultry feces
10347	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Atlantibacter hermannii	166	Denmark	Pig and poultry feces
10348	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Citrobacter amalonaticus	22	Denmark	Pig and poultry feces
10349	ERR2241939	44847223	2257156	poultry faeces	Animal	2049889	Aeromonas media	1	Denmark	Pig and poultry feces
10350	ERR2241940	50053197	200648	pig faeces	Animal	148858	Morganella morganii	1	Denmark	Pig and poultry feces
10351	ERR2241940	50053197	200648	pig faeces	Animal	148858	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10352	ERR2241940	50053197	200648	pig faeces	Animal	148858	Proteus terrae	0	Denmark	Pig and poultry feces
10353	ERR2241940	50053197	200648	pig faeces	Animal	148858	Providencia rettgeri	1	Denmark	Pig and poultry feces
10354	ERR2241940	50053197	200648	pig faeces	Animal	148858	Providencia stuartii	0	Denmark	Pig and poultry feces
10355	ERR2241940	50053197	200648	pig faeces	Animal	148858	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10356	ERR2241940	50053197	200648	pig faeces	Animal	148858	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10357	ERR2241940	50053197	200648	pig faeces	Animal	148858	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10358	ERR2241940	50053197	200648	pig faeces	Animal	148858	Aeromonas media	0	Denmark	Pig and poultry feces
10359	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Morganella morganii	712	Denmark	Pig and poultry feces
10360	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10361	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Proteus terrae	33	Denmark	Pig and poultry feces
10362	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Providencia rettgeri	8	Denmark	Pig and poultry feces
10363	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Providencia stuartii	9	Denmark	Pig and poultry feces
10364	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Kluyvera cryocrescens	648	Denmark	Pig and poultry feces
10365	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Atlantibacter hermannii	784	Denmark	Pig and poultry feces
10366	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Citrobacter amalonaticus	105	Denmark	Pig and poultry feces
10367	ERR2241941	43253489	6629296	poultry faeces	Animal	6004720	Aeromonas media	102	Denmark	Pig and poultry feces
10368	ERR2241942	43315560	207778	pig faeces	Animal	172140	Morganella morganii	0	Denmark	Pig and poultry feces
10369	ERR2241942	43315560	207778	pig faeces	Animal	172140	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10370	ERR2241942	43315560	207778	pig faeces	Animal	172140	Proteus terrae	0	Denmark	Pig and poultry feces
10371	ERR2241942	43315560	207778	pig faeces	Animal	172140	Providencia rettgeri	0	Denmark	Pig and poultry feces
10372	ERR2241942	43315560	207778	pig faeces	Animal	172140	Providencia stuartii	0	Denmark	Pig and poultry feces
10373	ERR2241942	43315560	207778	pig faeces	Animal	172140	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10374	ERR2241942	43315560	207778	pig faeces	Animal	172140	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10375	ERR2241942	43315560	207778	pig faeces	Animal	172140	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10376	ERR2241942	43315560	207778	pig faeces	Animal	172140	Aeromonas media	0	Denmark	Pig and poultry feces
10377	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Morganella morganii	32	Denmark	Pig and poultry feces
10378	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10379	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Proteus terrae	8	Denmark	Pig and poultry feces
10380	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Providencia rettgeri	1	Denmark	Pig and poultry feces
10381	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Providencia stuartii	1	Denmark	Pig and poultry feces
10382	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Kluyvera cryocrescens	44	Denmark	Pig and poultry feces
10383	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Atlantibacter hermannii	51	Denmark	Pig and poultry feces
10384	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Citrobacter amalonaticus	5	Denmark	Pig and poultry feces
10385	ERR2241943	42987397	2022924	poultry faeces	Animal	1858632	Aeromonas media	7	Denmark	Pig and poultry feces
10386	ERR2241944	47100750	259295	pig faeces	Animal	220255	Morganella morganii	0	Denmark	Pig and poultry feces
10387	ERR2241944	47100750	259295	pig faeces	Animal	220255	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10388	ERR2241944	47100750	259295	pig faeces	Animal	220255	Proteus terrae	0	Denmark	Pig and poultry feces
10389	ERR2241944	47100750	259295	pig faeces	Animal	220255	Providencia rettgeri	0	Denmark	Pig and poultry feces
10390	ERR2241944	47100750	259295	pig faeces	Animal	220255	Providencia stuartii	0	Denmark	Pig and poultry feces
10391	ERR2241944	47100750	259295	pig faeces	Animal	220255	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10392	ERR2241944	47100750	259295	pig faeces	Animal	220255	Atlantibacter hermannii	1	Denmark	Pig and poultry feces
10393	ERR2241944	47100750	259295	pig faeces	Animal	220255	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10394	ERR2241944	47100750	259295	pig faeces	Animal	220255	Aeromonas media	0	Denmark	Pig and poultry feces
10395	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Morganella morganii	585	Denmark	Pig and poultry feces
10396	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Pseudochrobactrum asaccharolyticum	1	Denmark	Pig and poultry feces
10397	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Proteus terrae	152	Denmark	Pig and poultry feces
10398	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Providencia rettgeri	3	Denmark	Pig and poultry feces
10399	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Providencia stuartii	1	Denmark	Pig and poultry feces
10400	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Kluyvera cryocrescens	411	Denmark	Pig and poultry feces
10401	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Atlantibacter hermannii	787	Denmark	Pig and poultry feces
10402	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Citrobacter amalonaticus	129	Denmark	Pig and poultry feces
10403	ERR2241945	50194553	6156706	poultry faeces	Animal	5535382	Aeromonas media	66	Denmark	Pig and poultry feces
10404	ERR2241946	40184943	254082	pig faeces	Animal	198887	Morganella morganii	0	Denmark	Pig and poultry feces
10405	ERR2241946	40184943	254082	pig faeces	Animal	198887	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10406	ERR2241946	40184943	254082	pig faeces	Animal	198887	Proteus terrae	0	Denmark	Pig and poultry feces
10407	ERR2241946	40184943	254082	pig faeces	Animal	198887	Providencia rettgeri	0	Denmark	Pig and poultry feces
10408	ERR2241946	40184943	254082	pig faeces	Animal	198887	Providencia stuartii	0	Denmark	Pig and poultry feces
10409	ERR2241946	40184943	254082	pig faeces	Animal	198887	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10410	ERR2241946	40184943	254082	pig faeces	Animal	198887	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10411	ERR2241946	40184943	254082	pig faeces	Animal	198887	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10412	ERR2241946	40184943	254082	pig faeces	Animal	198887	Aeromonas media	0	Denmark	Pig and poultry feces
10413	ERR2241947	23614485	246452	pig faeces	Animal	232346	Morganella morganii	0	Bulgaria	Pig and poultry feces
10414	ERR2241947	23614485	246452	pig faeces	Animal	232346	Pseudochrobactrum asaccharolyticum	0	Bulgaria	Pig and poultry feces
10415	ERR2241947	23614485	246452	pig faeces	Animal	232346	Proteus terrae	7	Bulgaria	Pig and poultry feces
10416	ERR2241947	23614485	246452	pig faeces	Animal	232346	Providencia rettgeri	0	Bulgaria	Pig and poultry feces
10417	ERR2241947	23614485	246452	pig faeces	Animal	232346	Providencia stuartii	1	Bulgaria	Pig and poultry feces
10418	ERR2241947	23614485	246452	pig faeces	Animal	232346	Kluyvera cryocrescens	0	Bulgaria	Pig and poultry feces
10419	ERR2241947	23614485	246452	pig faeces	Animal	232346	Atlantibacter hermannii	0	Bulgaria	Pig and poultry feces
10420	ERR2241947	23614485	246452	pig faeces	Animal	232346	Citrobacter amalonaticus	0	Bulgaria	Pig and poultry feces
10421	ERR2241947	23614485	246452	pig faeces	Animal	232346	Aeromonas media	0	Bulgaria	Pig and poultry feces
10422	ERR2241948	44122350	291455	pig faeces	Animal	270965	Morganella morganii	2	Bulgaria	Pig and poultry feces
10423	ERR2241948	44122350	291455	pig faeces	Animal	270965	Pseudochrobactrum asaccharolyticum	0	Bulgaria	Pig and poultry feces
10424	ERR2241948	44122350	291455	pig faeces	Animal	270965	Proteus terrae	0	Bulgaria	Pig and poultry feces
10425	ERR2241948	44122350	291455	pig faeces	Animal	270965	Providencia rettgeri	0	Bulgaria	Pig and poultry feces
10426	ERR2241948	44122350	291455	pig faeces	Animal	270965	Providencia stuartii	0	Bulgaria	Pig and poultry feces
10427	ERR2241948	44122350	291455	pig faeces	Animal	270965	Kluyvera cryocrescens	0	Bulgaria	Pig and poultry feces
10428	ERR2241948	44122350	291455	pig faeces	Animal	270965	Atlantibacter hermannii	0	Bulgaria	Pig and poultry feces
10429	ERR2241948	44122350	291455	pig faeces	Animal	270965	Citrobacter amalonaticus	0	Bulgaria	Pig and poultry feces
10430	ERR2241948	44122350	291455	pig faeces	Animal	270965	Aeromonas media	0	Bulgaria	Pig and poultry feces
10431	ERR2241949	30822495	219697	pig faeces	Animal	203810	Morganella morganii	1	Bulgaria	Pig and poultry feces
10432	ERR2241949	30822495	219697	pig faeces	Animal	203810	Pseudochrobactrum asaccharolyticum	0	Bulgaria	Pig and poultry feces
10433	ERR2241949	30822495	219697	pig faeces	Animal	203810	Proteus terrae	0	Bulgaria	Pig and poultry feces
10434	ERR2241949	30822495	219697	pig faeces	Animal	203810	Providencia rettgeri	0	Bulgaria	Pig and poultry feces
10435	ERR2241949	30822495	219697	pig faeces	Animal	203810	Providencia stuartii	0	Bulgaria	Pig and poultry feces
10436	ERR2241949	30822495	219697	pig faeces	Animal	203810	Kluyvera cryocrescens	1	Bulgaria	Pig and poultry feces
10437	ERR2241949	30822495	219697	pig faeces	Animal	203810	Atlantibacter hermannii	0	Bulgaria	Pig and poultry feces
10438	ERR2241949	30822495	219697	pig faeces	Animal	203810	Citrobacter amalonaticus	0	Bulgaria	Pig and poultry feces
10439	ERR2241949	30822495	219697	pig faeces	Animal	203810	Aeromonas media	0	Bulgaria	Pig and poultry feces
10440	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Morganella morganii	60	Bulgaria	Pig and poultry feces
10441	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Pseudochrobactrum asaccharolyticum	0	Bulgaria	Pig and poultry feces
10442	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Proteus terrae	12	Bulgaria	Pig and poultry feces
10443	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Providencia rettgeri	3	Bulgaria	Pig and poultry feces
10444	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Providencia stuartii	4	Bulgaria	Pig and poultry feces
10445	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Kluyvera cryocrescens	24	Bulgaria	Pig and poultry feces
10446	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Atlantibacter hermannii	25	Bulgaria	Pig and poultry feces
10447	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Citrobacter amalonaticus	2	Bulgaria	Pig and poultry feces
10448	ERR2241950	40592649	2221501	poultry faeces	Animal	2095034	Aeromonas media	26	Bulgaria	Pig and poultry feces
10449	ERR2241951	21519661	131636	pig faeces	Animal	120601	Morganella morganii	1	Bulgaria	Pig and poultry feces
10450	ERR2241951	21519661	131636	pig faeces	Animal	120601	Pseudochrobactrum asaccharolyticum	0	Bulgaria	Pig and poultry feces
10451	ERR2241951	21519661	131636	pig faeces	Animal	120601	Proteus terrae	2	Bulgaria	Pig and poultry feces
10452	ERR2241951	21519661	131636	pig faeces	Animal	120601	Providencia rettgeri	0	Bulgaria	Pig and poultry feces
10453	ERR2241951	21519661	131636	pig faeces	Animal	120601	Providencia stuartii	0	Bulgaria	Pig and poultry feces
10454	ERR2241951	21519661	131636	pig faeces	Animal	120601	Kluyvera cryocrescens	0	Bulgaria	Pig and poultry feces
10455	ERR2241951	21519661	131636	pig faeces	Animal	120601	Atlantibacter hermannii	0	Bulgaria	Pig and poultry feces
10456	ERR2241951	21519661	131636	pig faeces	Animal	120601	Citrobacter amalonaticus	0	Bulgaria	Pig and poultry feces
10457	ERR2241951	21519661	131636	pig faeces	Animal	120601	Aeromonas media	0	Bulgaria	Pig and poultry feces
10458	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Morganella morganii	742	Bulgaria	Pig and poultry feces
10459	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Pseudochrobactrum asaccharolyticum	0	Bulgaria	Pig and poultry feces
10460	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Proteus terrae	220	Bulgaria	Pig and poultry feces
10461	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Providencia rettgeri	9	Bulgaria	Pig and poultry feces
10462	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Providencia stuartii	25	Bulgaria	Pig and poultry feces
10463	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Kluyvera cryocrescens	583	Bulgaria	Pig and poultry feces
10464	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Atlantibacter hermannii	674	Bulgaria	Pig and poultry feces
10465	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Citrobacter amalonaticus	24	Bulgaria	Pig and poultry feces
10466	ERR2241952	61857127	8524610	poultry faeces	Animal	7626778	Aeromonas media	90	Bulgaria	Pig and poultry feces
10467	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Morganella morganii	704	Bulgaria	Pig and poultry feces
10468	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Pseudochrobactrum asaccharolyticum	7	Bulgaria	Pig and poultry feces
10469	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Proteus terrae	1814	Bulgaria	Pig and poultry feces
10470	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Providencia rettgeri	1742	Bulgaria	Pig and poultry feces
10471	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Providencia stuartii	413	Bulgaria	Pig and poultry feces
10472	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Kluyvera cryocrescens	137	Bulgaria	Pig and poultry feces
10473	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Atlantibacter hermannii	183	Bulgaria	Pig and poultry feces
10474	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Citrobacter amalonaticus	1	Bulgaria	Pig and poultry feces
10475	ERR2241953	40519666	2909339	poultry faeces	Animal	2524121	Aeromonas media	38	Bulgaria	Pig and poultry feces
10476	ERR2241954	42836344	3093519	poultry faeces	Animal	2856516	Morganella morganii	75	Bulgaria	Pig and poultry feces
10477	ERR2241954	42836344	3093519	poultry faeces	Animal	2856516	Pseudochrobactrum asaccharolyticum	0	Bulgaria	Pig and poultry feces
